City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
1197,Anito,PH,77.81,overcast clouds,12.4497,125.2886,El Felix Cottages
1203,Fatezh,RU,67.98,scattered clouds,52.0891,35.8632,"Hotel ""Fatezh"""
1207,Butaritari,KI,82.11,light rain,3.0707,172.7902,Isles Sunset Lodge
1208,Saint-Philippe,RE,65.79,light rain,-21.3585,55.7679,"Chambres d'hôte ""La Trinité"""
1210,Kapaa,US,79.12,few clouds,22.0752,-159.319,Sheraton Kauai Coconut Beach Resort
1216,Faanui,PF,80.24,clear sky,-16.4833,-151.75,Bora-Bora Pearl Beach Resort & Spa
1217,Osypenko,UA,69.69,broken clouds,46.9136,36.8253,
1220,Butaritari,KI,82.11,light rain,3.0707,172.7902,Isles Sunset Lodge
1221,Hilo,US,80.26,clear sky,19.7297,-155.09,Hilo Hawaiian Hotel
1223,Rikitea,PF,74.97,overcast clouds,-23.1203,-134.9692,People ThankYou
1224,Yellowknife,CA,70.32,broken clouds,62.456,-114.3525,The Explorer Hotel
1226,Rio Branco,BR,70.41,broken clouds,-9.9747,-67.81,Hotel Guapindaia Bosque
1229,Atuona,PF,77.38,light rain,-9.8,-139.0333,Villa Enata
1233,Vao,NC,72.16,overcast clouds,-22.6667,167.4833,Hotel Kou-Bugny
1234,Boyolangu,ID,75.24,broken clouds,-8.1181,111.8935,Yos ega cv
1236,Russkaya Polyana,UA,67.06,overcast clouds,49.417,31.9201,
1238,Quelimane,MZ,67.95,few clouds,-17.8786,36.8883,Hotel Flamingo
1241,Broome,US,72.7,few clouds,42.2506,-75.833,Chenango Valley State Park
1243,Tura,IN,72.5,overcast clouds,25.5198,90.2201,Hotel RIKMAN Continental
1245,Hilo,US,80.26,clear sky,19.7297,-155.09,Hilo Hawaiian Hotel
1248,Vila Velha,BR,85.95,clear sky,-20.3297,-40.2925,Hotel Vitória Palace
1252,Sioux Lookout,CA,66.27,few clouds,50.1001,-91.917,Knobby's Fly-In Camps
1256,Hilo,US,80.26,clear sky,19.7297,-155.09,Hilo Hawaiian Hotel
1258,Vao,NC,72.16,overcast clouds,-22.6667,167.4833,Hotel Kou-Bugny
1262,Arraial Do Cabo,BR,78.76,broken clouds,-22.9661,-42.0278,Pousada Porto Praia
1263,Bengkulu,ID,74.64,overcast clouds,-3.8004,102.2655,Grage Hotel Bengkulu
1265,Vaini,TO,69.96,broken clouds,-21.2,-175.2,Keleti Beach Resort
1266,La Ciotat,FR,83.61,clear sky,43.1748,5.6045,ibis La Ciotat
1267,Rikitea,PF,74.97,overcast clouds,-23.1203,-134.9692,People ThankYou
1268,Forio,IT,75.49,clear sky,40.7342,13.8646,Hotel Terme Providence
1271,Lata,PT,68.81,clear sky,40.1629,-8.3327,Casa Maquia
1276,Vaini,TO,69.96,broken clouds,-21.2,-175.2,Keleti Beach Resort
1280,Cape Town,ZA,66.38,clear sky,-33.9258,18.4232,"Radisson Blu Hotel Waterfront, Cape Town"
1281,Sarandi,BR,65.75,light rain,-23.4436,-51.8739,HOTEL GRALHA AZUL (GAPH) - Maringá
1286,Visby,SE,66.42,clear sky,57.6409,18.296,Best Western Solhem Hotel Visby
1288,Sirvintos,LT,69.57,overcast clouds,55.05,24.95,Lelija
1292,Saint-Philippe,RE,65.79,light rain,-21.3585,55.7679,"Chambres d'hôte ""La Trinité"""
1295,Kapaa,US,79.12,few clouds,22.0752,-159.319,Sheraton Kauai Coconut Beach Resort
1296,Ostrogozhsk,RU,67.64,scattered clouds,50.8664,39.0756,Zamok
1298,Camacha,PT,65.62,scattered clouds,33.0833,-16.3333,Hotel Porto Santo & Spa
1299,Atuona,PF,77.38,light rain,-9.8,-139.0333,Villa Enata
1301,Ponta Do Sol,PT,76.71,clear sky,32.6667,-17.1,Hotel do Campo
1306,Saint-Philippe,RE,65.79,light rain,-21.3585,55.7679,"Chambres d'hôte ""La Trinité"""
1307,Vaini,TO,69.96,broken clouds,-21.2,-175.2,Keleti Beach Resort
1309,Jamestown,US,70.05,few clouds,42.097,-79.2353,Hampton Inn & Suites Jamestown
1311,Yellowknife,CA,70.32,broken clouds,62.456,-114.3525,The Explorer Hotel
1313,Katsuura,JP,68.14,overcast clouds,35.1333,140.3,Katsuura Hotel Mikazuki
1314,Bengkulu,ID,74.64,overcast clouds,-3.8004,102.2655,Grage Hotel Bengkulu
1315,Banda Aceh,ID,79.02,overcast clouds,5.5577,95.3222,OYO 884 Rumoh PMI Hotel
1317,Cape Town,ZA,66.38,clear sky,-33.9258,18.4232,"Radisson Blu Hotel Waterfront, Cape Town"
1320,Hasaki,JP,66.6,overcast clouds,35.7333,140.8333,Inubosaki Kanko Hotel
1322,Butaritari,KI,82.11,light rain,3.0707,172.7902,Isles Sunset Lodge
1324,Sobolevo,RU,65.75,overcast clouds,54.4299,31.8996,
1326,Souillac,MU,70.18,light rain,-20.5167,57.5167,Shanti Maurice Resort & Spa
1328,Barranca,PE,67.86,scattered clouds,-10.75,-77.7667,El Olivar Hospedaje
1335,Estelle,US,78.8,overcast clouds,29.8458,-90.1067,Boomtown Casino & Hotel New Orleans
1337,Hithadhoo,MV,84.54,scattered clouds,-0.6,73.0833,Scoop Guest House
1338,Vila Velha,BR,85.95,clear sky,-20.3297,-40.2925,Hotel Vitória Palace
1339,Jamestown,US,70.05,few clouds,42.097,-79.2353,Hampton Inn & Suites Jamestown
1340,Komsomolskiy,UZ,72.32,few clouds,40.4272,71.7189,Ikathouse
1345,Ahuimanu,US,80.31,few clouds,21.4447,-157.8378,Paradise Bay Resort
1346,Bardiyah,LY,84.04,clear sky,31.7561,25.0865,بورتو بردية
1347,Kachiry,KZ,66.38,overcast clouds,53.0675,76.1036,"Ночной клуб BasMax, Гостиница , Ресторан , Магазин-автозап. сто вулканизатор ,"
1348,Rio Claro,BR,69.66,overcast clouds,-22.4114,-47.5614,Hotel Vivendas Rio Claro by Atlantica
1349,Valdez,EC,80.22,light rain,1.2492,-78.9831,Casa Alquiler Doña Yenner y Don Wacho
1350,Yellowknife,CA,70.32,broken clouds,62.456,-114.3525,The Explorer Hotel
1352,Vaini,TO,69.96,broken clouds,-21.2,-175.2,Keleti Beach Resort
1353,Gallipoli,TR,76.86,broken clouds,40.4103,26.6708,Oya Hotel
1355,Yellowknife,CA,70.32,broken clouds,62.456,-114.3525,The Explorer Hotel
1357,Cape Town,ZA,66.38,clear sky,-33.9258,18.4232,"Radisson Blu Hotel Waterfront, Cape Town"
1358,Atuona,PF,77.38,light rain,-9.8,-139.0333,Villa Enata
1359,Nouadhibou,MR,71.58,sand,20.931,-17.0347,El Medina
1361,Bethel,US,78.58,few clouds,41.3712,-73.414,Courtyard by Marriott Danbury
1367,Sabzevar,IR,79.88,clear sky,36.2126,57.6819,پزشکی قانونی سبزوار
1369,Kenora,CA,72.57,few clouds,49.8167,-94.4337,Maynard Lake Lodge
1371,Rikitea,PF,74.97,overcast clouds,-23.1203,-134.9692,People ThankYou
1375,Carnarvon,AU,69.78,clear sky,-24.8667,113.6333,Hospitality Carnarvon
1378,Hithadhoo,MV,84.54,scattered clouds,-0.6,73.0833,Scoop Guest House
1381,Devils Lake,US,71.94,clear sky,48.1128,-98.8651,"Holiday Inn Express Devils Lake, an IHG Hotel"
1383,Thompson,CA,69.96,few clouds,55.7435,-97.8558,Burntwood Hotel
1384,Shelburne,CA,68.13,clear sky,44.0787,-80.2041,The Retreat at the Farm
1386,Kapaa,US,79.12,few clouds,22.0752,-159.319,Sheraton Kauai Coconut Beach Resort
1388,Labuhan,ID,78.84,scattered clouds,-6.8844,112.2051,DoubleFAG
1389,Rikitea,PF,74.97,overcast clouds,-23.1203,-134.9692,People ThankYou
1392,Caticlan,PH,81.84,few clouds,11.9334,121.9598,Boracay Holiday Resort
1394,Tezu,IN,73.18,overcast clouds,27.9167,96.1667,Circuit House
1396,Oussouye,SN,87.98,overcast clouds,12.485,-16.5469,Auberge du Routard
1397,Yining,CN,70.3,overcast clouds,29.0361,114.5636,Xiushui Hotel
1399,Puerto Ayora,EC,80.56,clear sky,-0.7393,-90.3518,Finch Bay Galapagos Hotel
1401,Jamestown,US,70.05,few clouds,42.097,-79.2353,Hampton Inn & Suites Jamestown
1405,Daia,RO,70.21,broken clouds,44.0,25.9833,
1406,Port-Gentil,GA,76.96,few clouds,-0.7193,8.7815,Fengshui Residence
1409,Zheleznodorozhnyy,RU,72.01,scattered clouds,55.7503,38.0042,Hotel Dali
1410,Atuona,PF,77.38,light rain,-9.8,-139.0333,Villa Enata
1411,Rikitea,PF,74.97,overcast clouds,-23.1203,-134.9692,People ThankYou
1413,Sayyan,YE,69.66,overcast clouds,15.1718,44.3244,ملاطف ابوحورية
1414,Lorengau,PG,79.83,few clouds,-2.0226,147.2712,Lorengau Harbourside Hotel
1415,Sibolga,ID,75.06,overcast clouds,1.7427,98.7792,Hotel Syariah CN Darussalam
1417,Boca Do Acre,BR,74.91,overcast clouds,-8.7522,-67.3978,Hotel Sao Pedro
1418,Atuona,PF,77.38,light rain,-9.8,-139.0333,Villa Enata
1419,Carnarvon,AU,69.78,clear sky,-24.8667,113.6333,Hospitality Carnarvon
1420,Saint Anthony,US,78.87,few clouds,45.0205,-93.218,"Holiday Inn Express Roseville-St. Paul, an IHG Hotel"
1421,Vallenar,CL,79.2,clear sky,-28.5708,-70.7581,Humacao Bed & Breakfast
1423,Nyaunglebin,MM,75.0,overcast clouds,17.95,96.7333,Thi ha
1425,Namibe,AO,71.83,clear sky,-15.1961,12.1522,Hotel Chik Chik Namibe
1426,Nicoya,CR,84.49,broken clouds,10.1483,-85.452,Las Cabinas Del Sueño
1429,Shache,CN,77.72,overcast clouds,38.4167,77.2406,Delong Hotel
1431,Sinnamary,GF,82.42,overcast clouds,5.3833,-52.95,ALETHEIA Appartement Sinnamary
1433,Hambantota,LK,79.14,few clouds,6.1241,81.1185,Bungalow 63
1436,Yellowknife,CA,70.32,broken clouds,62.456,-114.3525,The Explorer Hotel
1437,Odweyne,SO,75.78,broken clouds,9.4092,45.064,Eng Hiirey House
1438,Jamestown,US,70.05,few clouds,42.097,-79.2353,Hampton Inn & Suites Jamestown
1439,Agucadoura,PT,82.08,clear sky,41.4318,-8.7804,Varzinn Hotel
1441,Jamestown,US,70.05,few clouds,42.097,-79.2353,Hampton Inn & Suites Jamestown
1442,San Benito Abad,CO,86.68,overcast clouds,8.929,-75.0271,"Tu casa en la villa "" Dónde la seño Cristina"""
1443,Atuona,PF,77.38,light rain,-9.8,-139.0333,Villa Enata
1444,Scottsboro,US,81.63,clear sky,34.6723,-86.0341,Budget Inn
1447,Kirakira,SB,79.23,few clouds,-10.4544,161.9205,SanBiz Lodge
1451,Nago,JP,81.03,overcast clouds,26.5881,127.9761,Hotel Yugaf Inn Okinawa
1452,Jamestown,US,70.05,few clouds,42.097,-79.2353,Hampton Inn & Suites Jamestown
1453,Rikitea,PF,74.97,overcast clouds,-23.1203,-134.9692,People ThankYou
1455,Kapaa,US,79.12,few clouds,22.0752,-159.319,Sheraton Kauai Coconut Beach Resort
1456,Port-Gentil,GA,76.96,few clouds,-0.7193,8.7815,Fengshui Residence
1458,Abu Kamal,SY,88.07,clear sky,34.4506,40.9171,البوكمال
1460,Savantvadi,IN,76.39,light rain,15.9,73.8167,Galaxy Lake Resort
1465,Rikitea,PF,74.97,overcast clouds,-23.1203,-134.9692,People ThankYou
1469,Kande,TG,82.74,moderate rain,9.9578,1.0447,
1470,Vaini,TO,69.96,broken clouds,-21.2,-175.2,Keleti Beach Resort
1472,Trat,TH,83.91,overcast clouds,12.5,102.5,สวนหนิง-อัศ
1473,Cape Town,ZA,66.38,clear sky,-33.9258,18.4232,"Radisson Blu Hotel Waterfront, Cape Town"
1474,Santarem,BR,86.13,few clouds,-2.4431,-54.7083,Hotel Imperador
1475,Rikitea,PF,74.97,overcast clouds,-23.1203,-134.9692,People ThankYou
1478,Sao Joao Da Barra,BR,86.09,scattered clouds,-21.6403,-41.0511,Pousada Porto De Canoas
1479,Arraial Do Cabo,BR,78.76,broken clouds,-22.9661,-42.0278,Pousada Porto Praia
1482,Georgetown,MY,80.53,few clouds,5.4112,100.3354,Cititel Penang
1484,Ambon,ID,75.34,clear sky,-3.6954,128.1814,Swiss-Belhotel Ambon
1486,Saint-Philippe,RE,65.79,light rain,-21.3585,55.7679,"Chambres d'hôte ""La Trinité"""
1490,Avarua,CK,75.25,broken clouds,-21.2078,-159.775,Paradise Inn
1491,Mahon,ES,77.56,clear sky,39.8885,4.2658,ARTIEM Capri
1492,Albany,US,74.03,clear sky,42.6001,-73.9662,
1493,Albany,US,74.03,clear sky,42.6001,-73.9662,
1496,Bud,US,77.2,overcast clouds,39.447,-86.1758,Ted McQuinn Trust
1498,Hasaki,JP,66.6,overcast clouds,35.7333,140.8333,Inubosaki Kanko Hotel
1499,Hami,CN,74.62,scattered clouds,42.8,93.45,Laoyutang Resort
1501,Monrovia,LR,78.3,light rain,6.3005,-10.7969,Sunset Inn
1502,Broome,US,72.7,few clouds,42.2506,-75.833,Chenango Valley State Park
1504,Bozovici,RO,67.33,broken clouds,44.9389,22.0017,Pensiunea La Busu
1511,Tiznit,MA,73.51,clear sky,29.5833,-9.5,
1514,Lodja,CD,73.81,clear sky,-3.4833,23.4333,
1515,Nago,JP,81.03,overcast clouds,26.5881,127.9761,Hotel Yugaf Inn Okinawa
1516,Tura,IN,72.5,overcast clouds,25.5198,90.2201,Hotel RIKMAN Continental
1519,Narasannapeta,IN,86.04,overcast clouds,18.4167,84.05,AVK events and catering
1520,Ponta Do Sol,PT,76.71,clear sky,32.6667,-17.1,Hotel do Campo
1523,Mantua,IT,83.44,clear sky,45.1667,10.7833,Hotel la Favorita
1528,Vaini,TO,69.96,broken clouds,-21.2,-175.2,Keleti Beach Resort
1530,Souillac,MU,70.18,light rain,-20.5167,57.5167,Shanti Maurice Resort & Spa
1534,Carauari,BR,82.74,overcast clouds,-4.8828,-66.8958,Hotel Fellip
1537,Kavaratti,IN,83.08,overcast clouds,10.5669,72.642,Hotels in Lakshadweep Islands
1538,Faanui,PF,80.24,clear sky,-16.4833,-151.75,Bora-Bora Pearl Beach Resort & Spa
1540,Kendari,ID,74.98,broken clouds,-3.945,122.4989,Hotel Wixel
1541,Jamestown,US,70.05,few clouds,42.097,-79.2353,Hampton Inn & Suites Jamestown
1545,Buin,CL,77.43,overcast clouds,-33.7333,-70.75,Paihuen
1546,Polonnaruwa,LK,79.7,overcast clouds,7.9333,81.0,Thisara Guest House
1549,Rikitea,PF,74.97,overcast clouds,-23.1203,-134.9692,People ThankYou
1551,Jamestown,US,70.05,few clouds,42.097,-79.2353,Hampton Inn & Suites Jamestown
1553,Arraial Do Cabo,BR,78.76,broken clouds,-22.9661,-42.0278,Pousada Porto Praia
1563,Anamur,TR,76.32,clear sky,36.0751,32.8369,Luna Piena Beach Hotel
1567,Asfi,MA,71.06,few clouds,32.2994,-9.2372,Hôtel Abda
1568,Albany,US,74.03,clear sky,42.6001,-73.9662,
1570,Komsomolskiy,UZ,72.32,few clouds,40.4272,71.7189,Ikathouse
1571,Isangel,VU,75.96,broken clouds,-19.55,169.2667,Tanna Lodge
1576,Pisco,PE,67.01,haze,-13.7,-76.2167,Hotel San Isidro Oficial
1582,Vaini,TO,69.96,broken clouds,-21.2,-175.2,Keleti Beach Resort
1584,Isangel,VU,75.96,broken clouds,-19.55,169.2667,Tanna Lodge
1586,Hilo,US,80.26,clear sky,19.7297,-155.09,Hilo Hawaiian Hotel
1588,Hithadhoo,MV,84.54,scattered clouds,-0.6,73.0833,Scoop Guest House
1589,Butaritari,KI,82.11,light rain,3.0707,172.7902,Isles Sunset Lodge
1591,Albany,US,74.03,clear sky,42.6001,-73.9662,
1592,Keti Bandar,PK,84.42,overcast clouds,24.1447,67.4497,Haji laloo memon house
1593,Los Llanos De Aridane,ES,72.12,clear sky,28.6585,-17.9182,Valle Aridane
1594,Rikitea,PF,74.97,overcast clouds,-23.1203,-134.9692,People ThankYou
1596,Vila,PT,68.88,clear sky,42.0304,-8.1588,Hotel Castrum Villae by Walk Hotels
1599,Saint-Philippe,RE,65.79,light rain,-21.3585,55.7679,"Chambres d'hôte ""La Trinité"""
1604,Jamestown,US,70.05,few clouds,42.097,-79.2353,Hampton Inn & Suites Jamestown
1612,Fortuna,US,79.92,few clouds,40.5982,-124.1573,Super 8 by Wyndham Fortuna
1616,Avarua,CK,75.25,broken clouds,-21.2078,-159.775,Paradise Inn
1620,Kapaa,US,79.12,few clouds,22.0752,-159.319,Sheraton Kauai Coconut Beach Resort
1622,Baiyin,CN,68.07,overcast clouds,36.5583,104.2081,GreenTree Alliance Gansu Baiyin Renmin Road Hotel
1628,Bubaque,GW,81.1,scattered clouds,11.2833,-15.8333,"Casa Dora, Bubaque"
1629,Saint Anthony,US,78.87,few clouds,45.0205,-93.218,"Holiday Inn Express Roseville-St. Paul, an IHG Hotel"
1631,Bethel,US,78.58,few clouds,41.3712,-73.414,Courtyard by Marriott Danbury
1632,Tunceli,TR,70.25,clear sky,39.1083,39.5471,Grand Hotel Şaroğlu
1633,Kapaa,US,79.12,few clouds,22.0752,-159.319,Sheraton Kauai Coconut Beach Resort
1634,Pangkalanbuun,ID,74.53,overcast clouds,-2.6833,111.6167,Grand Kecubung Hotel
1635,Aguas Formosas,BR,84.29,clear sky,-17.0822,-40.9358,HOTEL HAVAY PALACE
1636,Rikitea,PF,74.97,overcast clouds,-23.1203,-134.9692,People ThankYou
1637,Honiara,SB,76.41,clear sky,-9.4333,159.95,Heritage Park Hotel
1638,Arroyo,ES,89.64,clear sky,41.6096,-4.7969,Hotel El Jardín de la Abadía
1639,Russell,US,87.08,scattered clouds,32.3502,-85.1999,Macs
1641,Touros,BR,79.48,clear sky,-5.1989,-35.4608,INN NEW HORIZON
1642,Yenagoa,NG,75.81,overcast clouds,4.9247,6.2642,Aridolf Resort Wellness and Spa
1644,Hasaki,JP,66.6,overcast clouds,35.7333,140.8333,Inubosaki Kanko Hotel
1648,Ponta Do Sol,PT,76.71,clear sky,32.6667,-17.1,Hotel do Campo
1649,Tete,MZ,66.29,few clouds,-16.1564,33.5867,Zambeze Paraíso Misterioso
1651,Marawi,PH,67.89,few clouds,7.9986,124.2928,Derogongan Residence
1653,Bambous Virieux,MU,70.05,light rain,-20.3428,57.7575,Casa Tia Villa
1656,Constantine,DZ,67.41,clear sky,36.365,6.6147,Grand Hotel Cirta
1657,Praia,CV,81.14,few clouds,14.9215,-23.5087,LT Aparthotel
1658,Rikitea,PF,74.97,overcast clouds,-23.1203,-134.9692,People ThankYou
1660,Wani,IN,84.52,overcast clouds,20.0667,78.95,Ashok Hotel
1661,Samarai,PG,79.57,overcast clouds,-10.6167,150.6667,Nuli Sapi
1662,Metro,ID,73.65,few clouds,-5.1131,105.3067,OYO 3177 Wisma Lintang
1663,Mahebourg,MU,70.09,broken clouds,-20.4081,57.7,Shandrani Beachcomber Resort & Spa
1665,Rikitea,PF,74.97,overcast clouds,-23.1203,-134.9692,People ThankYou
1666,Shieli,KZ,76.42,broken clouds,44.1667,66.75,Gostinitsa Aybek Shieli
1671,Puerto Ayora,EC,80.56,clear sky,-0.7393,-90.3518,Finch Bay Galapagos Hotel
1673,Rikitea,PF,74.97,overcast clouds,-23.1203,-134.9692,People ThankYou
1678,Butaritari,KI,82.11,light rain,3.0707,172.7902,Isles Sunset Lodge
1680,Atuona,PF,77.38,light rain,-9.8,-139.0333,Villa Enata
1687,Hilo,US,80.26,clear sky,19.7297,-155.09,Hilo Hawaiian Hotel
1691,Acapulco,MX,87.62,scattered clouds,16.8634,-99.8901,HS Hotsson Smart Acapulco
1694,Jamestown,US,70.05,few clouds,42.097,-79.2353,Hampton Inn & Suites Jamestown
1696,Arraial Do Cabo,BR,78.76,broken clouds,-22.9661,-42.0278,Pousada Porto Praia
1698,Vila Franca Do Campo,PT,70.21,overcast clouds,37.7167,-25.4333,Pestana Bahia Praia
1699,Hilo,US,80.26,clear sky,19.7297,-155.09,Hilo Hawaiian Hotel
1701,Marfino,RU,69.71,clear sky,55.7028,37.3822,Nemchinovka-Park
1702,Oda,JP,66.4,overcast clouds,35.1833,132.5,Sky Hotel Oda
1704,Rikitea,PF,74.97,overcast clouds,-23.1203,-134.9692,People ThankYou
1706,Harper,LR,77.2,light rain,4.375,-7.7169,Screensaver
1707,Thompson,CA,69.96,few clouds,55.7435,-97.8558,Burntwood Hotel
1711,Miraflores,MX,74.03,overcast clouds,19.2167,-98.8083,Hotel Mansión
1714,Hithadhoo,MV,84.54,scattered clouds,-0.6,73.0833,Scoop Guest House
1715,Buin,CL,77.43,overcast clouds,-33.7333,-70.75,Paihuen
1716,Albany,US,74.03,clear sky,42.6001,-73.9662,
1717,Butaritari,KI,82.11,light rain,3.0707,172.7902,Isles Sunset Lodge
1718,Rikitea,PF,74.97,overcast clouds,-23.1203,-134.9692,People ThankYou
1719,Kulhudhuffushi,MV,82.38,broken clouds,6.6221,73.07,Haajy Guest House 1
1720,Hithadhoo,MV,84.54,scattered clouds,-0.6,73.0833,Scoop Guest House
1726,Watertown,US,79.14,broken clouds,42.3709,-71.1828,16 Washburn Street Watertown MA
1729,Avarua,CK,75.25,broken clouds,-21.2078,-159.775,Paradise Inn
1737,Kapaa,US,79.12,few clouds,22.0752,-159.319,Sheraton Kauai Coconut Beach Resort
1740,Manicore,BR,84.15,few clouds,-5.8092,-61.3003,Hotel Durval
1741,Fortuna,US,79.92,few clouds,40.5982,-124.1573,Super 8 by Wyndham Fortuna
1742,Port Blair,IN,80.64,drizzle,11.6667,92.75,"Welcomhotel By ITC Hotels, Bay Island, Port Blair"
1747,Trairi,BR,80.13,broken clouds,-3.2778,-39.2689,janelas do mar
1757,Avarua,CK,75.25,broken clouds,-21.2078,-159.775,Paradise Inn
1759,Thompson,CA,69.96,few clouds,55.7435,-97.8558,Burntwood Hotel
1760,Rikitea,PF,74.97,overcast clouds,-23.1203,-134.9692,People ThankYou
1762,Montrose,US,81.81,clear sky,38.4166,-108.2673,
1766,Puerto Lopez,CO,86.92,broken clouds,4.0845,-72.956,Resguardo Indigena Maguare
1767,Bengkulu,ID,74.64,overcast clouds,-3.8004,102.2655,Grage Hotel Bengkulu
1768,Lae,PG,74.16,few clouds,-6.7221,146.9847,Phils Hotel
1770,Lethem,GY,84.67,broken clouds,3.3803,-59.7968,Savannah Inn
1773,Puerto Ayora,EC,80.56,clear sky,-0.7393,-90.3518,Finch Bay Galapagos Hotel
1774,Rikitea,PF,74.97,overcast clouds,-23.1203,-134.9692,People ThankYou
1775,Puerto Ayora,EC,80.56,clear sky,-0.7393,-90.3518,Finch Bay Galapagos Hotel
1777,Albany,US,74.03,clear sky,42.6001,-73.9662,
1778,Rikitea,PF,74.97,overcast clouds,-23.1203,-134.9692,People ThankYou
1779,Cape Town,ZA,66.38,clear sky,-33.9258,18.4232,"Radisson Blu Hotel Waterfront, Cape Town"
1782,Urucara,BR,88.02,overcast clouds,-2.5364,-57.76,Pousada Maria Bonita
1783,Faanui,PF,80.24,clear sky,-16.4833,-151.75,Bora-Bora Pearl Beach Resort & Spa
1784,Colonial Heights,US,84.81,scattered clouds,37.268,-77.4073,Hilton Garden Inn Richmond South/Southpark
1785,Yara,CU,89.22,broken clouds,20.2753,-76.9533,Casa de Margarita Puebla Lorente
1787,Puerto Ayora,EC,80.56,clear sky,-0.7393,-90.3518,Finch Bay Galapagos Hotel
1788,Cape Town,ZA,66.38,clear sky,-33.9258,18.4232,"Radisson Blu Hotel Waterfront, Cape Town"
1791,Rock Hill,US,84.78,clear sky,34.9249,-81.0251,DDCSVC
1792,Outlook,CA,69.24,clear sky,51.5001,-107.0513,Red Wheel Motel
1796,Linhares,BR,83.14,few clouds,-19.3911,-40.0722,Hotel Conceição
1797,Cockburn Town,TC,85.96,scattered clouds,21.4612,-71.1419,Osprey Beach Hotel
1798,Vila Franca Do Campo,PT,70.21,overcast clouds,37.7167,-25.4333,Pestana Bahia Praia
1801,Albany,US,74.03,clear sky,42.6001,-73.9662,
1802,Thompson,CA,69.96,few clouds,55.7435,-97.8558,Burntwood Hotel
1808,Jatai,BR,68.99,overcast clouds,-17.8814,-51.7144,Hotel Califórnia
1810,Mahebourg,MU,70.09,broken clouds,-20.4081,57.7,Shandrani Beachcomber Resort & Spa
1811,Hithadhoo,MV,84.54,scattered clouds,-0.6,73.0833,Scoop Guest House
1813,Kavaratti,IN,83.08,overcast clouds,10.5669,72.642,Hotels in Lakshadweep Islands
1816,Atuona,PF,77.38,light rain,-9.8,-139.0333,Villa Enata
